mics,hemisphere,network,label,t1_gradient1_SalVentAttn,fc_g1,fc_g1_network,network_int,t1_gradient1_Limbic,t1_gradient1_Default,t1_gradient1_Cont,t1_gradient1_DorsAttn,t1_gradient1_Vis,t1_gradient1_SomMot,Limbic_SC_P,Limbic_SC_dominant,Default_SC_P,Default_SC_dominant,Cont_SC_P,Cont_SC_dominant,SalVentAttn_SC_P,SalVentAttn_SC_dominant,DorsAttn_SC_P,DorsAttn_SC_dominant,Vis_SC_P,Vis_SC_dominant,SomMot_SC_P,SomMot_SC_dominant,Limbic_GD_P,Limbic_GD_dominant,Default_GD_P,Default_GD_dominant,Cont_GD_P,Cont_GD_dominant,SalVentAttn_GD_P,SalVentAttn_GD_dominant,DorsAttn_GD_P,DorsAttn_GD_dominant,Vis_GD_P,Vis_GD_dominant,SomMot_GD_P,SomMot_GD_dominant,Limbic_MPC_P,Limbic_MPC_dominant,Default_MPC_P,Default_MPC_dominant,Cont_MPC_P,Cont_MPC_dominant,SalVentAttn_MPC_P,SalVentAttn_MPC_dominant,DorsAttn_MPC_P,DorsAttn_MPC_dominant,Vis_MPC_P,Vis_MPC_dominant,SomMot_MPC_P,SomMot_MPC_dominant,Limbic_FC_P,Limbic_FC_dominant,Default_FC_P,Default_FC_dominant,Cont_FC_P,Cont_FC_dominant,SalVentAttn_FC_P,SalVentAttn_FC_dominant,DorsAttn_FC_P,DorsAttn_FC_dominant,Vis_FC_P,Vis_FC_dominant,SomMot_FC_P,SomMot_FC_dominant
1004.0,LH,Vis,7Networks_LH_Vis_4,,2.71544,2.2426863,6.0,,,,,-0.9860618946358197,,,,,,,,,,,,-1.3563405202350625,3.0,,,,,,,,,,,,,-2.089990367559282,1.0,,,,,,,,,,,,,-0.7179820776799217,1.0,,,,,,,,,,,,,0.496133727280095,5.0,,
1125.0,LH,Limbic,7Networks_LH_Limbic_TempPole_7,,-0.19292784,-4.259796,3.0,0.19923740653596914,,,,,,1.7769538863368903,4.0,,,,,,,,,,,,,1.194691697221391,1.0,,,,,,,,,,,,,0.29142724540690906,1.0,,,,,,,,,,,,,0.8297420469994362,1.0,,,,,,,,,,,,
1047.0,LH,SomMot,7Networks_LH_SomMot_16,,4.178444,5.509787,5.0,,,,,,-0.5530710171977574,,,,,,,,,,,,,-1.9374749203098123,2.0,,,,,,,,,,,,,-1.4449000114849873,1.0,,,,,,,,,,,,,-1.5191929874262324,1.0,,,,,,,,,,,,,-0.9730436524943277,1.0
1091.0,LH,DorsAttn,7Networks_LH_DorsAttn_PrCv_2,,2.354567,1.3938731,2.0,,,,1.0744619671063143,,,,,,,,,,,0.45948781514664544,5.0,,,,,,,,,,,,,0.19526027938716722,5.0,,,,,,,,,,,,,1.0644530415927727,1.0,,,,,,,,,,,,,-0.17568793554151008,6.0,,,,
1091.0,LH,DorsAttn,7Networks_LH_DorsAttn_PrCv_2,,0.24768767,1.3938731,2.0,,,,1.4939687695220585,,,,,,,,,,,-0.15968724094531128,0.0,,,,,,,,,,,,,-0.337581302601558,5.0,,,,,,,,,,,,,1.5832714055896209,1.0,,,,,,,,,,,,,-0.5891778833704346,1.0,,,,
1091.0,LH,DorsAttn,7Networks_LH_DorsAttn_PrCv_2,,-1.6973596,1.3938731,2.0,,,,0.2710893180852249,,,,,,,,,,,-0.7455411353632965,0.0,,,,,,,,,,,,,-0.7520518499962265,5.0,,,,,,,,,,,,,1.6463630848187447,1.0,,,,,,,,,,,,,-1.2351014617051372,1.0,,,,
1091.0,LH,DorsAttn,7Networks_LH_DorsAttn_PrCv_2,,-3.70919,1.3938731,2.0,,,,-0.17151440313762803,,,,,,,,,,,-1.1104418870693262,0.0,,,,,,,,,,,,,-1.1444682519801535,1.0,,,,,,,,,,,,,0.7420898799772535,1.0,,,,,,,,,,,,,-2.0225788427507134,1.0,,,,
1141.0,LH,Cont,7Networks_LH_Cont_PFCl_7,,-4.741078,-4.458974,0.0,,,-0.7196532594769752,,,,,,,,0.3929544761042692,1.0,,,,,,,,,,,,,0.2880642687205154,1.0,,,,,,,,,,,,,0.6321844898216722,1.0,,,,,,,,,,,,,0.45337069852486384,1.0,,,,,,,,
1141.0,LH,Cont,7Networks_LH_Cont_PFCl_7,,-5.5414205,-4.458974,0.0,,,-0.9489480577864623,,,,,,,,0.4094563372447557,2.0,,,,,,,,,,,,,0.18849987974606577,1.0,,,,,,,,,,,,,-0.4700368900580702,1.0,,,,,,,,,,,,,0.27650446817546753,1.0,,,,,,,,
1141.0,LH,Cont,7Networks_LH_Cont_PFCl_7,,-6.1948643,-4.458974,0.0,,,-0.6604918307274661,,,,,,,,0.44094196076102427,2.0,,,,,,,,,,,,,0.03480034279445767,1.0,,,,,,,,,,,,,0.4962194719777262,1.0,,,,,,,,,,,,,0.10595640873556145,1.0,,,,,,,,
