network,measure,n,r_group,ci_low,ci_high,t,p,p_moran,q_moran,p_topo,q_topo
Cont,MPC,19,0.3640041600739334,0.33317006615580363,0.3940605149974693,22.831838286565034,9.681222553473161e-15,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999
SalVentAttn,MPC,19,0.44487412992166203,0.420231839303519,0.46886073511885507,33.14403818229853,1.3742877061496797e-17,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999
Default,MPC,19,0.35890903309506045,0.3395502857514088,0.37796384161243224,35.79201010851268,3.513709638063259e-18,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999
DorsAttn,MPC,19,0.3261010343077711,0.2974376332811529,0.3541771150890534,22.394055793494562,1.3563939449377603e-14,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999
Vis,MPC,19,-0.41497907949254226,-0.4391023625169211,-0.3902578796907007,-31.443073275911537,3.4936467922506754e-17,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999
SomMot,MPC,19,0.5118503932294423,0.479816872376391,0.5425210906186676,27.949694767783367,2.7947770183569286e-16,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999
Limbic,MPC,19,-0.2902736579333502,-0.3250208253600915,-0.2547438227076454,-16.357437217171313,2.9995787108663236e-12,0.000999000999000999,0.000999000999000999,0.000999000999000999,0.000999000999000999
