network,measure,n,r_group,ci_low,ci_high,t,p,p_moran,q_moran,p_topo,q_topo
Cont,SC,19,0.4513034054889219,0.43895703633624844,0.46347938186413573,66.35770159573254,5.708676679997687e-23,0.03196803196803197,0.11188811188811189,,
SalVentAttn,SC,19,0.255390714146411,0.24099632816183414,0.26967276606211066,35.77009194757743,3.5521507318827855e-18,0.028971028971028972,0.11188811188811189,,
DorsAttn,SC,19,0.2229086588751888,0.19825181642038137,0.24728355202678012,18.459782202374434,3.8237536519697016e-13,0.3036963036963037,0.5314685314685315,,
Default,SC,19,0.08479987615507883,0.06044487072724656,0.10905397190153758,7.293611298741433,8.908092849262844e-07,0.5794205794205795,0.8111888111888111,,
SomMot,SC,19,0.026633489305605114,0.00904937286063436,0.04420113928246388,3.181784045133229,0.005165154157317017,0.8491508491508492,0.96003996003996,,
Limbic,SC,19,-0.030110252221094334,-0.04644312699225147,-0.01376128243684393,-3.8685348935729573,0.0011256430645929137,0.9600399600399601,0.96003996003996,,
Vis,SC,19,-0.16248056936842115,-0.19433247777777182,-0.13028639509826606,-10.46770168920293,4.399761468597718e-09,0.22977022977022976,0.5314685314685315,,
