roi,mics,label,R,G,B,A,coor.x,coor.y,coor.z,network,hemisphere,network_int,bigbrain_g2,bigbrain_g2_network,t1_gradient1_Limbic,quantile_idx,Limbic_diff,t1_gradient1_Default,Default_diff,t1_gradient1_Cont,Cont_diff,t1_gradient1_SalVentAttn,SalVentAttn_diff,t1_gradient1_DorsAttn,DorsAttn_diff,t1_gradient1_Vis,Vis_diff,t1_gradient1_SomMot,SomMot_diff
286,2084,7Networks_RH_DorsAttn_Post_14,4.0,119.0,21.0,0.0,34.0,-50.0,54.0,DorsAttn,RH,2.0,0.17592671513557434,0.11041316195674565,,,0.56718975,,0.6265878,,1.6755804,,0.0020417613,0.6736399577469194,,,-0.5356399,,0.8056695
287,2085,7Networks_RH_DorsAttn_Post_15,4.0,119.0,22.0,0.0,8.0,-71.0,53.0,DorsAttn,RH,2.0,-0.09576676785945892,0.11041316195674565,,,1.0817746,,0.22734506,,1.5047277,,0.18227088,0.4507625960373469,,,-1.0569386,,0.14888836
288,2086,7Networks_RH_DorsAttn_Post_16,4.0,120.0,15.0,0.0,27.0,-58.0,61.0,DorsAttn,RH,2.0,0.23849588632583618,0.11041316195674565,,,0.84928465,,0.6363053,,1.8856424,,0.18446632,0.8556641148494354,,,-1.2099967,,0.8247545
289,2087,7Networks_RH_DorsAttn_Post_17,4.0,120.0,16.0,0.0,7.0,-54.0,59.0,DorsAttn,RH,2.0,-0.29594743251800537,0.11041316195674565,,,0.8140078,,-0.021468531,,0.72067577,,1.100603,0.5267157792306694,,,-0.26898238,,0.8478923
290,2088,7Networks_RH_DorsAttn_Post_18,4.0,120.0,17.0,0.0,14.0,-64.0,65.0,DorsAttn,RH,2.0,0.06223369762301445,0.11041316195674565,,,0.88885576,,0.21537377,,1.2669781,,0.74165606,0.9365716350115875,,,-0.8335162,,0.92615783
291,2089,7Networks_RH_DorsAttn_Post_19,4.0,120.0,18.0,0.0,24.0,-50.0,68.0,DorsAttn,RH,2.0,-0.1638973504304886,0.11041316195674565,,,0.98102283,,0.20696104,,1.158685,,0.58225715,0.8721967129715309,,,-0.54130864,,1.350572
292,2090,7Networks_RH_DorsAttn_FEF_1,5.0,118.0,15.0,0.0,39.0,-3.0,53.0,DorsAttn,RH,2.0,0.15827253460884094,0.11041316195674565,,,-0.07137648,,1.1253108,,-0.44437063,,1.8046999,0.4173230614033091,,,-0.75554615,,3.1325357
293,2091,7Networks_RH_DorsAttn_FEF_2,5.0,118.0,16.0,0.0,27.0,-3.0,52.0,DorsAttn,RH,2.0,0.2680445909500122,0.11041316195674565,,,0.0093546435,,0.94160557,,-0.11729765,,2.5726666,-0.6252949597795644,,,-1.2880683,,2.4890018
294,2092,7Networks_RH_DorsAttn_FEF_3,5.0,118.0,17.0,0.0,25.0,-3.0,64.0,DorsAttn,RH,2.0,0.1469702422618866,0.11041316195674565,,,0.027959872,,0.799324,,-0.33356562,,1.9862919,0.2761305620995276,,,-0.46428767,,2.3513823
295,2093,7Networks_RH_DorsAttn_PrCv_1,5.0,118.0,18.0,0.0,49.0,8.0,25.0,DorsAttn,RH,2.0,0.05121844261884689,0.11041316195674565,,,-0.59523565,,1.4420888,,-0.84088695,,1.5780091,-0.6514930328099858,,,-0.5112071,,1.5824016
296,2094,7Networks_RH_SalVentAttn_TempOccPar_1,201.0,58.0,249.0,0.0,59.0,-46.0,7.0,SalVentAttn,RH,4.0,-0.05999036133289337,-0.04219346203435054,,,-0.6221027,,0.5460736,,0.09941282,-0.06556177480622852,,,-1.0567387,,-1.6851475,,-0.02972555
297,2095,7Networks_RH_SalVentAttn_TempOccPar_2,201.0,58.0,250.0,0.0,51.0,-41.0,13.0,SalVentAttn,RH,4.0,0.24499832093715668,-0.04219346203435054,,,-2.0625598,,-0.3102873,,-0.028553313,-0.34614647371264756,,,-0.21668582,,-0.8204365,,-1.124945
298,2096,7Networks_RH_SalVentAttn_TempOccPar_3,201.0,58.0,252.0,0.0,62.0,-40.0,22.0,SalVentAttn,RH,4.0,0.19537177681922913,-0.04219346203435054,,,0.6907208,,-0.09247058,,0.26276585,0.3042875754192822,,,0.93838966,,-0.5307739,,-1.2224979
299,2097,7Networks_RH_SalVentAttn_TempOccPar_4,201.0,58.0,253.0,0.0,58.0,-31.0,24.0,SalVentAttn,RH,4.0,-0.05563095211982727,-0.04219346203435054,,,0.99887925,,-0.08201465,,0.2668877,0.2102352956644976,,,1.2023089,,-0.5954036,,-1.1023986
300,2098,7Networks_RH_SalVentAttn_TempOccPar_5,201.0,58.0,254.0,0.0,60.0,-22.0,22.0,SalVentAttn,RH,4.0,-0.0015852522337809205,-0.04219346203435054,,,0.9195735,,0.03425978,,0.48889422,0.002591974813033887,,,0.7298767,,-0.661855,,-0.13153084
301,2099,7Networks_RH_SalVentAttn_TempOccPar_6,201.0,58.0,255.0,0.0,63.0,-26.0,38.0,SalVentAttn,RH,4.0,-0.1256323754787445,-0.04219346203435054,,,0.7742561,,0.26770735,,0.48496976,-0.10173790207915206,,,0.9811046,,0.03762767,,-0.47906068
302,2100,7Networks_RH_SalVentAttn_TempOccPar_7,198.0,51.0,250.0,0.0,62.0,-37.0,37.0,SalVentAttn,RH,4.0,-0.17547544836997986,-0.04219346203435054,,,0.86525625,,0.089619935,,0.7482482,-0.3025488099131075,,,1.090924,,-0.14174058,,-0.747751
303,2101,7Networks_RH_SalVentAttn_PrC_1,201.0,59.0,251.0,0.0,51.0,3.0,41.0,SalVentAttn,RH,4.0,-0.13147597014904022,-0.04219346203435054,,,-0.20053002,,0.9311582,,-0.72594416,0.8317896813310901,,,0.053464685,,-0.406838,,2.6168845
304,2102,7Networks_RH_SalVentAttn_FrOperIns_1,201.0,59.0,249.0,0.0,40.0,5.0,-15.0,SalVentAttn,RH,4.0,-0.3335331380367279,-0.04219346203435054,,,0.57317823,,0.3993558,,-0.64145285,-0.5762953244997158,,,0.11787233,,-1.4143616,,0.2614833
305,2103,7Networks_RH_SalVentAttn_FrOperIns_2,201.0,59.0,250.0,0.0,41.0,8.0,-3.0,SalVentAttn,RH,4.0,-0.11833125352859497,-0.04219346203435054,,,-0.07864637,,0.42462224,,-1.1949284,-0.33323058625224583,,,0.1820792,,-0.495585,,0.40407288
306,2104,7Networks_RH_SalVentAttn_FrOperIns_3,201.0,59.0,252.0,0.0,40.0,-10.0,-4.0,SalVentAttn,RH,4.0,-0.39270445704460144,-0.04219346203435054,,,1.3653402,,0.70808667,,0.5465801,-0.5465688067614324,,,1.5791684,,-1.7636279,,0.7073694
307,2105,7Networks_RH_SalVentAttn_FrOperIns_4,201.0,59.0,253.0,0.0,39.0,-2.0,6.0,SalVentAttn,RH,4.0,-0.24111175537109375,-0.04219346203435054,,,-0.4436549,,0.31834525,,-0.41121936,-0.6407021453290865,,,0.27950826,,-0.6526611,,0.72349787
308,2106,7Networks_RH_SalVentAttn_FrOperIns_5,201.0,59.0,254.0,0.0,37.0,23.0,5.0,SalVentAttn,RH,4.0,0.09113376587629318,-0.04219346203435054,,,-0.7703591,,-0.11588464,,-0.99640316,-0.6313734473303265,,,-1.1080116,,-0.6402859,,-0.06825076
309,2107,7Networks_RH_SalVentAttn_FrOperIns_6,201.0,59.0,255.0,0.0,38.0,7.0,11.0,SalVentAttn,RH,4.0,-0.0967288538813591,-0.04219346203435054,,,-0.04528698,,-0.18568373,,-0.3999462,-0.7598187731137751,,,-1.5196065,,-0.31914383,,-0.20086095
310,2108,7Networks_RH_SalVentAttn_FrOperIns_7,198.0,52.0,250.0,0.0,49.0,5.0,3.0,SalVentAttn,RH,4.0,-0.022992046549916267,-0.04219346203435054,,,0.12442154,,0.5520772,,-0.8213574,0.3787239382132036,,,0.27746502,,-0.36834922,,0.39748228
311,2109,7Networks_RH_SalVentAttn_FrOperIns_8,198.0,52.0,251.0,0.0,54.0,12.0,12.0,SalVentAttn,RH,4.0,0.10886499285697937,-0.04219346203435054,,,-0.059341088,,0.9971949,,-0.92345524,-0.515227214736064,,,0.20694757,,-0.47765088,,0.91807824
312,2110,7Networks_RH_SalVentAttn_PFCl_1,200.0,57.0,251.0,0.0,33.0,45.0,28.0,SalVentAttn,RH,4.0,0.08463853597640991,-0.04219346203435054,,,-0.83142143,,0.7631234,,-1.6940858,-0.40704817026271967,,,-0.36078703,,-0.40338412,,1.1092331
313,2111,7Networks_RH_SalVentAttn_Med_1,200.0,57.0,247.0,0.0,7.0,19.0,35.0,SalVentAttn,RH,4.0,-0.1393084079027176,-0.04219346203435054,,,-0.7664483,,0.52118474,,-1.9328177,-0.9181195623288447,,,1.3126659,,0.21632926,,1.0392977
314,2112,7Networks_RH_SalVentAttn_Med_2,200.0,57.0,248.0,0.0,7.0,2.0,43.0,SalVentAttn,RH,4.0,0.054439716041088104,-0.04219346203435054,,,-0.23057796,,0.6947307,,-1.262583,-0.6325866896333808,,,1.639983,,0.52533144,,1.2762263
315,2113,7Networks_RH_SalVentAttn_Med_3,200.0,57.0,250.0,0.0,12.0,-34.0,43.0,SalVentAttn,RH,4.0,0.040282707661390305,-0.04219346203435054,,,-0.3747914,,-0.024862373,,-0.5482288,-0.0029561571230348345,,,1.7445962,,-0.10936822,,1.037775
316,2114,7Networks_RH_SalVentAttn_Med_4,200.0,57.0,252.0,0.0,6.0,11.0,58.0,SalVentAttn,RH,4.0,0.14074139297008514,-0.04219346203435054,,,-0.12550512,,0.7649295,,-1.4875582,0.5605388827312987,,,0.4689112,,0.04796368,,0.9479497
317,2115,7Networks_RH_SalVentAttn_Med_5,200.0,57.0,253.0,0.0,10.0,-43.0,53.0,SalVentAttn,RH,4.0,-0.07628872245550156,-0.04219346203435054,,,0.29149413,,-0.32886362,,-0.016376182,1.34780497571118,,,1.0465649,,0.66395706,,0.73703295
318,2116,7Networks_RH_SalVentAttn_Med_6,200.0,57.0,254.0,0.0,11.0,-32.0,50.0,SalVentAttn,RH,4.0,0.10778643190860748,-0.04219346203435054,,,0.11247855,,0.31704998,,-0.5387267,1.4396316592277838,,,1.600415,,-0.12717108,,1.1027577
319,2117,7Networks_RH_SalVentAttn_Med_7,200.0,57.0,255.0,0.0,7.0,-2.0,67.0,SalVentAttn,RH,4.0,0.26680028438568115,-0.04219346203435054,,,0.11306915,,0.9182105,,-0.84809315,0.99125707549627,,,1.3660411,,-0.1283456,,2.2036011
320,2118,7Networks_RH_SalVentAttn_Med_8,200.0,58.0,249.0,0.0,16.0,7.0,69.0,SalVentAttn,RH,4.0,0.09480055421590805,-0.04219346203435054,,,0.109260365,,0.8403824,,-0.6703068,1.2154383883075925,,,0.80454516,,-0.36122355,,1.937407
321,2119,7Networks_RH_Limbic_OFC_1,224.0,249.0,163.0,0.0,13.0,24.0,-21.0,Limbic,RH,3.0,-0.36951857805252075,-0.31453387453578985,-0.455913843288279,,,,-0.30993018,,-1.7105507,,-1.4692258,,-0.5510528,,-0.10321907,,-0.18958499
322,2120,7Networks_RH_Limbic_OFC_2,224.0,249.0,165.0,0.0,23.0,22.0,-21.0,Limbic,RH,3.0,-0.19711172580718994,-0.31453387453578985,0.15359634546837792,,,,-0.5955109,,-1.3029032,,-1.6397638,,-0.61866695,,-0.64498955,,-0.06938207
323,2121,7Networks_RH_Limbic_OFC_3,224.0,249.0,166.0,0.0,8.0,47.0,-23.0,Limbic,RH,3.0,-0.3549637198448181,-0.31453387453578985,-0.3710620220850451,,,,-0.11085705,,-1.889159,,-1.1463718,,-0.794746,,-0.45970407,,-0.34128827
324,2122,7Networks_RH_Limbic_OFC_4,224.0,249.0,167.0,0.0,20.0,43.0,-18.0,Limbic,RH,3.0,-0.22047224640846252,-0.31453387453578985,0.39216668557031376,,,,0.42458242,,-1.5438275,,-1.0781602,,-0.63301915,,-0.5023909,,-0.04278519
325,2123,7Networks_RH_Limbic_OFC_5,224.0,249.0,168.0,0.0,5.0,22.0,-21.0,Limbic,RH,3.0,-0.40078622102737427,-0.31453387453578985,0.18445334571015626,,,,-0.92245126,,-1.9020596,,-0.66313255,,-0.61080974,,-0.2697569,,-0.5549272
326,2124,7Networks_RH_Limbic_OFC_6,224.0,249.0,169.0,0.0,9.0,63.0,-14.0,Limbic,RH,3.0,-0.22563432157039642,-0.31453387453578985,0.03022857291392497,,,,0.28400248,,-1.7993432,,-0.9502131,,-0.34691647,,0.18901779,,-0.24432687
327,2125,7Networks_RH_Limbic_TempPole_1,224.0,249.0,164.0,0.0,28.0,-1.0,-40.0,Limbic,RH,3.0,-0.402469277381897,-0.31453387453578985,-0.10394546499708711,,,,0.000915613,,-0.32076362,,-1.2229996,,0.041340772,,-0.21258081,,0.049629826
328,2126,7Networks_RH_Limbic_TempPole_2,224.0,249.0,170.0,0.0,49.0,-7.0,-39.0,Limbic,RH,3.0,-0.2743830382823944,-0.31453387453578985,0.3972275000474927,,,,-0.15261088,,0.24480456,,-0.9910755,,-0.34309372,,-0.78004265,,0.059294168
329,2127,7Networks_RH_Limbic_TempPole_3,224.0,249.0,171.0,0.0,37.0,17.0,-38.0,Limbic,RH,3.0,-0.4046495258808136,-0.31453387453578985,0.07689126476656233,,,,-0.19341879,,-0.26996943,,-1.5338564,,0.16016845,,-0.6774974,,-0.13583343
330,2128,7Networks_RH_Limbic_TempPole_4,224.0,249.0,172.0,0.0,39.0,-15.0,-31.0,Limbic,RH,3.0,-0.38830670714378357,-0.31453387453578985,0.056694504034943284,,,,0.35527134,,0.030909363,,-0.6661494,,-1.0353245,,0.0022814046,,0.14216533
331,2129,7Networks_RH_Limbic_TempPole_5,224.0,250.0,165.0,0.0,29.0,12.0,-30.0,Limbic,RH,3.0,-0.40081602334976196,-0.31453387453578985,0.24075508970588033,,,,-0.54675835,,-0.6666796,,-1.5216562,,-0.035437852,,-0.27329025,,-0.2318949
332,2130,7Networks_RH_Limbic_TempPole_6,224.0,250.0,166.0,0.0,50.0,-28.0,-26.0,Limbic,RH,3.0,-0.3672723174095154,-0.31453387453578985,-0.656617425847537,,,,0.030769829,,0.39532605,,-0.44579318,,-0.9316726,,-0.6073354,,-0.3265605
333,2131,7Networks_RH_Limbic_TempPole_7,224.0,250.0,167.0,0.0,23.0,-18.0,-27.0,Limbic,RH,3.0,-0.37629401683807373,-0.31453387453578985,0.6595731661133756,,,,0.14745189,,-0.0472872,,-0.99647427,,0.8725479,,-0.7634576,,0.76773626
334,2132,7Networks_RH_Cont_Par_1,234.0,147.0,33.0,0.0,54.0,-53.0,44.0,Cont,RH,0.0,-0.0790640264749527,0.011534729439657755,,,0.82613546,,0.35837847,0.28298671233838824,,,-0.16058393,,0.9990003,,-0.1320611,,0.3541108
335,2133,7Networks_RH_Cont_Par_2,234.0,147.0,35.0,0.0,56.0,-41.0,48.0,Cont,RH,0.0,0.0005286403466016054,0.011534729439657755,,,0.7629728,,0.44019303,-0.047514229894031375,,,-0.14344294,,1.4224633,,0.24137741,,-0.22174916
336,2134,7Networks_RH_Cont_Par_3,234.0,147.0,36.0,0.0,35.0,-71.0,47.0,Cont,RH,0.0,0.2251628339290619,0.011534729439657755,,,0.91291267,,0.2561071,1.1011127104843192,,,0.09576319,,1.3483639,,-1.1515318,,0.9221292
337,2135,7Networks_RH_Cont_Par_4,234.0,147.0,37.0,0.0,54.0,-33.0,51.0,Cont,RH,0.0,-0.1585765928030014,0.011534729439657755,,,0.7168757,,0.53116024,0.8056393619897109,,,0.034989063,,1.3937283,,0.16150025,,-0.13214953
338,2136,7Networks_RH_Cont_Par_5,234.0,147.0,38.0,0.0,47.0,-44.0,46.0,Cont,RH,0.0,0.05126849189400673,0.011534729439657755,,,0.57814765,,0.6541744,0.356646194610034,,,-0.38634014,,1.679294,,-0.26728752,,0.022787632
339,2137,7Networks_RH_Cont_Par_6,234.0,147.0,39.0,0.0,41.0,-55.0,48.0,Cont,RH,0.0,-0.1337374895811081,0.011534729439657755,,,0.72514236,,0.42766893,0.8968415984805923,,,0.14386411,,1.3158296,,-0.774603,,0.7986981
340,2138,7Networks_RH_Cont_Temp_1,234.0,147.0,34.0,0.0,62.0,-28.0,-20.0,Cont,RH,0.0,-0.15619979798793793,0.011534729439657755,,,0.68402165,,0.24092804,-0.39795545207144317,,,-0.5090022,,0.14100978,,-1.4288834,,-0.19340253
341,2139,7Networks_RH_Cont_Temp_2,234.0,147.0,40.0,0.0,63.0,-42.0,-11.0,Cont,RH,0.0,-0.12131230533123016,0.011534729439657755,,,0.39732373,,0.5782812,-0.397788093295625,,,-0.18559268,,0.011118424,,-1.4733604,,0.23229003
342,2140,7Networks_RH_Cont_PFCv_1,233.0,148.0,35.0,0.0,34.0,21.0,-8.0,Cont,RH,0.0,0.12983956933021545,0.011534729439657755,,,-0.33987233,,-0.27433157,-0.4130686123689986,,,-2.2895842,,-0.47216147,,-0.6089202,,0.20187344
343,2141,7Networks_RH_Cont_PFCl_1,233.0,148.0,27.0,0.0,28.0,55.0,-14.0,Cont,RH,0.0,-0.14909012615680695,0.011534729439657755,,,-1.6432377,,0.80107504,-0.9427354192185297,,,-0.92740464,,-0.37569767,,-0.5292935,,0.21218742
344,2142,7Networks_RH_Cont_PFCl_2,233.0,148.0,28.0,0.0,42.0,51.0,-6.0,Cont,RH,0.0,-0.0932498350739479,0.011534729439657755,,,-1.319387,,0.91687036,-0.4411807449588397,,,-0.64903593,,-0.06322716,,-0.6792032,,0.7687407
345,2143,7Networks_RH_Cont_PFCl_3,233.0,148.0,29.0,0.0,27.0,59.0,3.0,Cont,RH,0.0,0.0222240649163723,0.011534729439657755,,,-1.6108694,,0.72552615,-0.7336135083055618,,,-0.4698331,,-0.34982386,,-0.49323297,,0.81781924
346,2144,7Networks_RH_Cont_PFCl_4,233.0,148.0,30.0,0.0,49.0,40.0,5.0,Cont,RH,0.0,0.051941074430942535,0.011534729439657755,,,-0.54984856,,0.36076337,-0.5222847740627367,,,-0.4649202,,-1.2370905,,-0.48198503,,0.53001213
347,2145,7Networks_RH_Cont_PFCl_5,233.0,148.0,31.0,0.0,42.0,46.0,14.0,Cont,RH,0.0,-0.038238298147916794,0.011534729439657755,,,-1.1620581,,0.7841326,-0.4401984727862623,,,0.013915392,,-0.41970995,,-0.22113691,,1.1365377
348,2146,7Networks_RH_Cont_PFCl_6,233.0,148.0,32.0,0.0,50.0,30.0,18.0,Cont,RH,0.0,-0.03994034230709076,0.011534729439657755,,,-0.9922478,,1.189809,-0.5942653697585567,,,0.5437333,,-0.75538373,,-0.02151827,,1.0903722
349,2147,7Networks_RH_Cont_PFCl_7,233.0,148.0,34.0,0.0,48.0,18.0,23.0,Cont,RH,0.0,0.17050492763519287,0.011534729439657755,,,-0.3898292,,1.2888502,0.1964986865003345,,,1.3118298,,-0.36452088,,-0.30483553,,1.3868234
350,2148,7Networks_RH_Cont_PFCl_8,233.0,148.0,36.0,0.0,25.0,54.0,25.0,Cont,RH,0.0,-0.20383383333683014,0.011534729439657755,,,-0.96610665,,0.47955868,-0.5265671086455376,,,-0.46410277,,-0.08163252,,-0.38768747,,0.7778026
351,2149,7Networks_RH_Cont_PFCl_9,233.0,148.0,37.0,0.0,47.0,29.0,28.0,Cont,RH,0.0,-0.05613339692354202,0.011534729439657755,,,-0.44031784,,0.97575665,-0.11223879606680628,,,1.1259166,,-0.38259628,,-0.30088684,,1.5813754
352,2150,7Networks_RH_Cont_PFCl_10,233.0,148.0,38.0,0.0,39.0,11.0,34.0,Cont,RH,0.0,0.08810295909643173,0.011534729439657755,,,-0.5495503,,-0.44597667,-0.745481708722604,,,1.2482613,,-2.2472107,,-0.15561551,,0.7711858
353,2151,7Networks_RH_Cont_PFCl_11,233.0,148.0,39.0,0.0,39.0,33.0,38.0,Cont,RH,0.0,0.08607645332813263,0.011534729439657755,,,-0.7946599,,0.9180603,-0.43519144608759425,,,0.6124849,,-0.37128437,,-0.6385211,,1.6241621
354,2152,7Networks_RH_Cont_PFCl_12,233.0,148.0,40.0,0.0,45.0,19.0,44.0,Cont,RH,0.0,0.0897531732916832,0.011534729439657755,,,-0.33050248,,1.2374353,0.15506716524456932,,,1.0466869,,-0.050569296,,-0.45542333,,2.1419606
355,2153,7Networks_RH_Cont_PFCl_13,233.0,149.0,33.0,0.0,43.0,7.0,51.0,Cont,RH,0.0,0.07739526778459549,0.011534729439657755,,,-0.20469345,,0.86093986,0.49534516936548223,,,1.5812399,,-0.09348549,,-0.630642,,2.359775
356,2154,7Networks_RH_Cont_PFCl_14,233.0,149.0,34.0,0.0,34.0,15.0,56.0,Cont,RH,0.0,0.046614836901426315,0.011534729439657755,,,-0.06811688,,1.2863457,0.9800646999880881,,,1.4824281,,0.36000443,,-0.49558845,,2.3859804
357,2155,7Networks_RH_Cont_PFCl_15,233.0,149.0,35.0,0.0,24.0,10.0,58.0,Cont,RH,0.0,0.1142769530415535,0.011534729439657755,,,0.081451446,,1.3609581,0.3631930294175415,,,1.5674114,,0.66637415,,-0.64697707,,2.1050296
358,2156,7Networks_RH_Cont_pCun_1,233.0,147.0,35.0,0.0,13.0,-71.0,39.0,Cont,RH,0.0,0.2210475206375122,0.011534729439657755,,,1.4597647,,0.20924567,1.5434529863179238,,,-0.43153998,,0.9033607,,-1.6915314,,-0.23320803
359,2157,7Networks_RH_Cont_pCun_2,233.0,147.0,36.0,0.0,5.0,-64.0,44.0,Cont,RH,0.0,0.1660768836736679,0.011534729439657755,,,1.0125953,,0.16123378,0.5777686258446568,,,0.028429616,,1.0762812,,-0.7659416,,0.03505245
360,2158,7Networks_RH_Cont_Cing_1,233.0,147.0,34.0,0.0,6.0,-26.0,28.0,Cont,RH,0.0,0.06281375139951706,0.011534729439657755,,,0.96452016,,-0.11867827,-0.7020925654827036,,,1.043322,,1.6912818,,0.43901697,,1.2264705
361,2159,7Networks_RH_Cont_Cing_2,233.0,147.0,37.0,0.0,5.0,1.0,30.0,Cont,RH,0.0,0.08446647971868515,0.011534729439657755,,,-0.4543923,,0.5951929,-1.3288085390228743,,,1.4396645,,0.76143855,,0.57485497,,1.14148
362,2160,7Networks_RH_Cont_PFCmp_1,234.0,148.0,37.0,0.0,8.0,35.0,25.0,Cont,RH,0.0,-0.034509070217609406,0.011534729439657755,,,-1.666135,,-0.1812596,-1.082464094521114,,,-0.34860203,,0.27555144,,0.18553914,,0.34340593
363,2161,7Networks_RH_Cont_PFCmp_2,234.0,148.0,38.0,0.0,5.0,28.0,48.0,Cont,RH,0.0,0.06280389428138733,0.011534729439657755,,,-0.55068517,,0.72873574,-0.15888015712492118,,,0.29665837,,0.8122341,,-0.03774073,,1.0267252
364,2162,7Networks_RH_Default_Par_1,209.0,62.0,76.0,0.0,55.0,-46.0,19.0,Default,RH,1.0,0.131214901804924,-0.04205667899389352,,,-1.0290041,-0.3249593558370042,,,0.08302851,,-0.2609707,,-1.7887996,,-1.0441524,,-0.7008603
365,2163,7Networks_RH_Default_Par_2,209.0,62.0,78.0,0.0,48.0,-64.0,22.0,Default,RH,1.0,0.08365194499492645,-0.04205667899389352,,,0.64073366,-0.08704055901001445,,,0.6208872,,-0.20330228,,-0.43174633,,-0.75679016,,0.8730321
366,2164,7Networks_RH_Default_Par_3,209.0,62.0,79.0,0.0,53.0,-53.0,26.0,Default,RH,1.0,-0.027396447956562042,-0.04205667899389352,,,0.5270757,0.1530039850232903,,,0.80095893,,-0.4270815,,-0.5313611,,-0.77691674,,0.26043153
367,2165,7Networks_RH_Default_Par_4,209.0,62.0,80.0,0.0,55.0,-45.0,33.0,Default,RH,1.0,-0.15738853812217712,-0.04205667899389352,,,0.4657287,-0.13966660144802454,,,0.35707554,,-0.7381882,,0.35885617,,-0.35479575,,-0.823294
368,2166,7Networks_RH_Default_Par_5,209.0,62.0,81.0,0.0,47.0,-64.0,42.0,Default,RH,1.0,0.0007399169262498617,-0.04205667899389352,,,0.8008967,0.5539607276153947,,,1.4268556,,-0.047042865,,1.0993303,,-0.91604495,,1.0239513
369,2167,7Networks_RH_Default_Temp_1,209.0,61.0,76.0,0.0,49.0,9.0,-33.0,Default,RH,1.0,-0.2888828217983246,-0.04205667899389352,,,0.57885206,-0.3487765668407811,,,0.057037793,,-1.296914,,0.15557247,,-0.9526767,,-0.31551123
370,2168,7Networks_RH_Default_Temp_2,209.0,61.0,77.0,0.0,61.0,-8.0,-23.0,Default,RH,1.0,-0.2714560627937317,-0.04205667899389352,,,0.48569906,-0.28794231112680596,,,0.22488917,,-0.9387316,,0.43128708,,-1.4889334,,-0.29600942
371,2169,7Networks_RH_Default_Temp_3,209.0,61.0,79.0,0.0,47.0,16.0,-20.0,Default,RH,1.0,-0.4172621965408325,-0.04205667899389352,,,0.103422426,0.22619868764225676,,,-0.053688403,,-1.7911742,,0.5832403,,-1.4021508,,-0.45135784
372,2170,7Networks_RH_Default_Temp_4,209.0,61.0,80.0,0.0,55.0,-4.0,-14.0,Default,RH,1.0,-0.2133028656244278,-0.04205667899389352,,,0.84882736,-0.34256898339431485,,,0.6990278,,-0.89000434,,1.2079934,,-1.8180109,,-0.46535492
373,2171,7Networks_RH_Default_Temp_5,209.0,61.0,81.0,0.0,63.0,-23.0,-7.0,Default,RH,1.0,0.010764788836240768,-0.04205667899389352,,,0.7592813,0.17588685640762114,,,0.39843172,,-0.63834614,,0.5784049,,-1.8089026,,-0.6571412
374,2172,7Networks_RH_Default_Temp_6,209.0,61.0,82.0,0.0,49.0,-20.0,-8.0,Default,RH,1.0,-0.040290992707014084,-0.04205667899389352,,,0.50764495,-0.8254050049120567,,,0.48107406,,-0.6345643,,0.78448915,,-1.6393094,,-1.1972418
375,2173,7Networks_RH_Default_Temp_7,209.0,61.0,83.0,0.0,63.0,-38.0,0.0,Default,RH,1.0,-0.10957888513803482,-0.04205667899389352,,,0.118492246,0.09765123112731904,,,0.22099905,,-0.5093271,,-0.11102718,,-1.6345125,,-0.23070374
376,2174,7Networks_RH_Default_Temp_8,209.0,61.0,84.0,0.0,50.0,-33.0,2.0,Default,RH,1.0,0.3055274486541748,-0.04205667899389352,,,0.7516984,-0.5988595690870018,,,0.5052469,,-0.6405559,,0.82123053,,-1.6380945,,-0.84255195
377,2175,7Networks_RH_Default_PFCv_1,209.0,61.0,78.0,0.0,35.0,23.0,-18.0,Default,RH,1.0,-0.10946844518184662,-0.04205667899389352,,,-1.1042631,0.1356201754063541,,,-0.76364976,,-1.5345439,,0.16346262,,-0.8669055,,0.68766105
378,2176,7Networks_RH_Default_PFCv_2,209.0,62.0,77.0,0.0,35.0,38.0,-13.0,Default,RH,1.0,0.06263858824968338,-0.04205667899389352,,,-2.009082,-0.18081420809274718,,,-1.4461063,,-1.5556395,,-0.4528236,,-0.54428256,,0.0375513
379,2177,7Networks_RH_Default_PFCv_3,209.0,62.0,82.0,0.0,48.0,32.0,-8.0,Default,RH,1.0,-0.09474103897809982,-0.04205667899389352,,,-0.36782813,0.4671938838627479,,,-1.4089644,,-1.19969,,-0.0015123407,,-0.8994788,,0.81885445
380,2178,7Networks_RH_Default_PFCv_4,209.0,62.0,83.0,0.0,54.0,24.0,6.0,Default,RH,1.0,0.006821796763688326,-0.04205667899389352,,,-0.15451506,-0.06903922754797422,,,-1.5588793,,-0.6173126,,0.0904054,,-0.5409296,,0.84681576
381,2179,7Networks_RH_Default_PFCdPFCm_1,208.0,62.0,73.0,0.0,5.0,41.0,-11.0,Default,RH,1.0,-0.2877254784107208,-0.04205667899389352,,,-2.707452,-0.8941234531975827,,,-2.4195473,,-0.64653105,,-0.4317816,,0.2026423,,-0.32727104
382,2180,7Networks_RH_Default_PFCdPFCm_2,208.0,62.0,74.0,0.0,9.0,67.0,1.0,Default,RH,1.0,-0.2676848769187927,-0.04205667899389352,,,-2.5141819,-0.11141473547875994,,,-1.8182182,,-0.98021376,,-0.2402981,,0.068214305,,-0.21084441
