network,measure,n,r_group,ci_low,ci_high,t,p,p_moran,q_moran,p_topo,q_topo
Cont,FC,18,0.019921020529874784,-0.039912308987723945,0.07961199731180443,0.702258965092622,0.4920220155669832,0.8431568431568431,0.8431568431568431,,
SalVentAttn,FC,18,0.12849691971392577,0.09141983254157725,0.165218230441649,7.262787445323911,1.3264160273043992e-06,0.11688311688311688,0.3202797202797203,,
DorsAttn,FC,18,0.1441536910075474,0.10228450099598135,0.18551302945349582,7.202753402327167,1.478087241440051e-06,0.15484515484515485,0.3202797202797203,,
Default,FC,18,-0.089381103929167,-0.1204939082333147,-0.058092879551466255,-6.0098781644570725,1.406331016286802e-05,0.19880119880119881,0.3202797202797203,,
SomMot,FC,18,-0.09531643281552003,-0.15521904009382925,-0.0347154535043835,-3.3134282946722564,0.004109209111184769,0.03396603396603397,0.23776223776223776,,
Limbic,FC,18,0.02025495027802049,-0.006749022417454057,0.047229402746894154,1.582563749315404,0.13194614294992188,0.6953046953046953,0.8111888111888111,,
Vis,FC,18,0.09181936775120163,0.008164531422065323,0.1741979225446738,2.3150976206806786,0.03336507441208146,0.22877122877122877,0.3202797202797203,,
